date	iso2c	res	exr	d_exr	capital_gains
2016-01-01	AR	38425.0484938067	15.9	2.8000000000000007	71465.64252510146
2017-01-01	AR	55329.5843305439	18.6	2.700000000000001	103747.63093327814
2018-01-01	AR	66219.5464646544	37.6	19	1051262.102280334
2019-01-01	AR	44876.9926203372	59.79	22.189999999999998	1469411.736050681
2002-01-01	BD	1722.07322279731	57.9	NA	NA
2003-01-01	BD	2624.18162281707	58.7817	0.8817000000000021	1518.351960540392
2004-01-01	BD	3222.37308764576	60.7423	1.9605999999999995	5144.970489695146
2005-01-01	BD	2825.32896581195	66.21	5.467699999999994	17618.9693313207
2006-01-01	BD	3876.99653465354	69.0651	2.8551000000000073	8066.59673028972
2007-01-01	BD	5278.0133379244	68.5761	-0.4890000000000043	-1895.8513054455977
2008-01-01	BD	5788.62921641008	68.92	0.343900000000005	1815.1087869122273
2009-01-01	BD	10343.2999237642	69.2667	0.34669999999999845	2006.9177493293657
2010-01-01	BD	11177.5258835447	70.7497	1.483000000000004	15339.113786942351
2011-01-01	BD	9192.07163713403	81.8529	11.103200000000001	124106.30539017353
2012-01-01	BD	12751.1070898241	79.8499	-2.003	-18411.71948917946
2013-01-01	BD	18092.0318242309	77.75	-2.099900000000005	-26776.049777921693
2014-01-01	BD	22310.7100913744	77.9494	0.19939999999999714	3607.5511457515895
2015-01-01	BD	27493.0714701078	78.5003	0.5508999999999986	12290.970189338126
2016-01-01	BD	32278.8321816251	78.7022	0.20190000000000907	5550.851129815014
2017-01-01	BD	33423.8028139472	82.7	3.997799999999998	129044.31529570077
2018-01-01	BD	32019.2212188109	83.9	1.2000000000000028	40108.56337673673
2019-01-01	BD	32691.7709905025	84.9	1	32019.2212188109
2002-01-01	BG	4747.0490035449	1.885	NA	NA
2003-01-01	BG	6704.77799227775	1.5486	-0.33640000000000003	-1596.9072847925045
2004-01-01	BG	9222.14963285169	1.4359	-0.11270000000000002	-755.6284797297026
2005-01-01	BG	8694.76468181402	1.6579	0.22199999999999998	2047.317218493075
2006-01-01	BG	11756.1352372857	1.4851	-0.17279999999999984	-1502.4553370174613
2007-01-01	BG	17537.3936449979	1.3312	-0.15390000000000015	-1809.2692130182709
2008-01-01	BG	17922.7143844521	1.3873	0.05610000000000004	983.847783484383
2009-01-01	BG	18526.7444291316	1.3641	-0.023199999999999887	-415.80697371928676
2010-01-01	BG	17233.038458801	1.4728	0.10870000000000002	2013.857119446605
2011-01-01	BG	17271.9122504487	1.5116	0.038799999999999946	668.6418922014778
2012-01-01	BG	20502.8622950265	1.4836	-0.028000000000000025	-483.613543012564
2013-01-01	BG	19883.1177981463	1.419	-0.06459999999999999	-1324.4849042587118
2014-01-01	BG	20105.8240783467	1.6084	0.1894	3765.8625109689096
2015-01-01	BG	22163.1058889051	1.7901	0.18169999999999997	3653.228235035595
2016-01-01	BG	25191.4667959197	1.8555	0.0653999999999999	1449.4671251343914
2017-01-01	BG	28377.9605762926	1.6308	-0.2246999999999999	-5660.522589043154
2018-01-01	BG	28712.0218646649	1.7082	0.07739999999999991	2196.454148605045
2019-01-01	BG	27905.2180986159	1.741	0.03280000000000016	941.7543171610134
2002-01-01	BR	37836.9525402687	3.5325	NA	NA
2003-01-01	BR	49296.2068212897	2.8884	-0.6441000000000003	-24370.781131187083
2004-01-01	BR	52934.8651856722	2.6536	-0.2347999999999999	-11574.749361638816
2005-01-01	BR	53799.2849766775	2.3399	-0.31369999999999987	-16605.667208745363
2006-01-01	BR	85838.8644070751	2.1372	-0.2027000000000001	-10905.115064772535
2007-01-01	BR	180333.611053352	1.7705	-0.3667	-31477.111578074444
2008-01-01	BR	193783.374153114	2.3362	0.5656999999999999	102014.7237728812
2009-01-01	BR	238539.460825222	1.7404	-0.5957999999999999	-115456.1343204253
2010-01-01	BR	288574.623536661	1.6858	-0.05459999999999998	-13024.254561057116
2011-01-01	BR	352010.222755872	1.8588	0.17300000000000004	49923.40987184236
2012-01-01	BR	373146.934550876	2.0483	0.18949999999999978	66705.93721223767
2013-01-01	BR	358806.484351798	2.3538	0.3055000000000003	113996.38850529274
2014-01-01	BR	363550.349859241	2.6562	0.3024	108503.08086798372
2015-01-01	BR	356463.468006328	3.9048	1.2485999999999997	453928.9668342482
2016-01-01	BR	365014.759996939	3.2585	-0.6462999999999997	-230382.33937248966
2017-01-01	BR	373966.335956873	3.3074	0.04889999999999972	17849.221763850215
2018-01-01	BR	374714.763035404	3.8742	0.5668000000000002	211964.1192203557
2019-01-01	BR	356884.221138299	4.0301	0.15589999999999993	58418.03155721945
2002-01-01	CL	15343.4201666232	712.38	NA	NA
2003-01-01	CL	15842.2894190005	599.42	-112.96000000000004	-1733192.7420217572
2004-01-01	CL	15996.7971552013	559.83	-39.58999999999992	-627196.2380982286
2005-01-01	CL	16932.5449904239	514.21	-45.620000000000005	-729773.8862202835
2006-01-01	CL	19396.264976621602	534.43	20.219999999999914	342376.05970636976
2007-01-01	CL	16842.2108863296	495.82	-38.60999999999996	-748889.7907473592
2008-01-01	CL	23078.0584888107	629.11	133.29000000000002	2244898.289038873
2009-01-01	CL	25292.2687370317	506.43	-122.68	-2831216.215407297
2010-01-01	CL	27827.5615566078	468.37	-38.06	-962623.7481314265
2011-01-01	CL	41943.9502904362	521.46	53.09000000000003	1477365.243040309
2012-01-01	CL	41649.2542873681	478.6	-42.860000000000014	-1797717.709448096
2013-01-01	CL	41093.379358909	523.76	45.15999999999997	1880880.3236175422
2014-01-01	CL	40447.2637884887	607.38	83.62	3436228.381991971
2015-01-01	CL	38641.2985419915	707.34	99.96000000000004	4043108.488297332
2016-01-01	CL	40493.3388536697	667.29	-40.05000000000007	-1547584.006606762
2017-01-01	CL	38981.5471491784	615.22	-52.069999999999936	-2108488.154110579
2018-01-01	CL	39858.8408258615	695.69	80.47000000000003	3136845.0990943867
2002-01-01	CN	295201.828205212	8.2773	NA	NA
2003-01-01	CN	412224.659048593	8.2767	-6.00000000000378e-4	-177.1210969232388
2004-01-01	CN	618573.524349601	8.2765	-1.9999999999953388e-4	-82.44493180952647
2005-01-01	CN	825587.849695566	8.0702	-0.2063000000000006	-127611.71807332305
2006-01-01	CN	1072567.0298699	7.8087	-0.26149999999999984	-215891.22269539037
2007-01-01	CN	1534355.62304337	7.3046	-0.5041000000000002	-540681.0397574168
2008-01-01	CN	1953333.95357011	6.8346	-0.46999999999999975	-721147.1428303835
2009-01-01	CN	2425858.68706779	6.8282	-0.006400000000000183	-12501.337302849062
2010-01-01	CN	2875894.31631537	6.6229	-0.20530000000000026	-498028.7884550179
2011-01-01	CN	3212603.47356349	6.3009	-0.3219999999999992	-926037.9698535468
2012-01-01	CN	3340935.01377381	6.2896	-0.01130000000000031	-36302.41925126843
2013-01-01	CN	3849362.76025293	6.1024	-0.1871999999999998	-625423.0345784567
2014-01-01	CN	3868982.96299109	6.119	0.016599999999999504	63899.42182019673
2015-01-01	CN	3405384.76388814	6.4915	0.3725000000000005	1441196.153714183
2016-01-01	CN	3097653.3053784	6.9498	0.4582999999999995	1560687.8372899329
2017-01-01	CN	3235349.94721304	6.5116	-0.43820000000000014	-1357391.6784168151
2018-01-01	CN	3168212.25719909	6.853	0.34140000000000015	1104548.4719785324
2002-01-01	CO	10844.4883545963	2864.79	NA	NA
2003-01-01	CO	10920.266157177	2780.82	-83.9699999999998	-910611.6871354491
2004-01-01	CO	13536.9961553753	2412.1	-368.72000000000025	-4026520.5374743063
2005-01-01	CO	14954.6091230026	2284.22	-127.88000000000011	-1731111.068349395
2006-01-01	CO	15437.2333056523	2225.44	-58.779999999999745	-879031.924250089
2007-01-01	CO	20952.0676118658	1987.81	-237.6300000000001	-3668349.750422158
2008-01-01	CO	23670.0133994212	2198.09	210.2800000000002	4405800.777423145
2009-01-01	CO	24991.0649657224	2044.23	-153.86000000000013	-3641868.261634949
2010-01-01	CO	28077.2433744625	1989.88	-54.34999999999991	-1358264.3808870101
2011-01-01	CO	31910.1302508778	1942.7	-47.180000000000064	-1324684.3424071425
2012-01-01	CO	36997.8165999643	1771.54	-171.16000000000008	-5461737.893740247
2013-01-01	CO	43157.8479718365	1922.56	151.01999999999998	5587410.262926608
2014-01-01	CO	46807.2465484249	2392.46	469.9000000000001	20279872.761965975
2015-01-01	CO	46223.146340065	3149.47	757.0099999999998	35433553.70962312
2016-01-01	CO	46176.2173885839	3000.71	-148.75999999999976	-6876155.249548059
2017-01-01	CO	47131.1047402763	2971.63	-29.079999999999927	-1342804.4016600165
2018-01-01	CO	47887.8627822319	3275.01	303.3800000000001	14298634.556105029
2019-01-01	CO	52652.3238839632	3294.05	19.039999999999964	911784.9073736937
2002-01-01	CZ	23709.9757083116	30.141	NA	NA
2003-01-01	CZ	26957.1333237587	25.654	-4.486999999999998	-106386.6610031941
2004-01-01	CZ	28449.4911022748	22.365	-3.2890000000000015	-88662.0115018424
2005-01-01	CZ	29555.1556562902	24.588	2.2230000000000025	63243.21872035695
2006-01-01	CZ	31454.306531235	20.876	-3.7119999999999997	-109708.73779614922
2007-01-01	CZ	34905.3226595418	18.078	-2.798000000000002	-88009.1496743956
2008-01-01	CZ	37012.9254818126	19.346	1.2680000000000007	44259.94913229903
2009-01-01	CZ	41611.0394422174	18.368	-0.9780000000000015	-36198.64112121278
2010-01-01	CZ	42492.6202483128	18.751	0.38300000000000267	15937.028106369375
2011-01-01	CZ	40290.5615167132	19.94	1.189	50523.72547524392
2012-01-01	CZ	44883.2934956289	19.055	-0.8850000000000016	-35657.14694229124
2013-01-01	CZ	56216.9141652967	19.894	0.8389999999999986	37657.08324283259
2014-01-01	CZ	54492.7706736137	22.834	2.9400000000000013	165277.72764597237
2015-01-01	CZ	64491.0222475552	24.824	1.990000000000002	108440.61364049137
2016-01-01	CZ	85729.4526579678	25.639	0.8149999999999977	52560.18313175734
2017-01-01	CZ	147976.377945073	21.291	-4.347999999999999	-372751.66015684395
2018-01-01	CZ	142512.272337216	22.466	1.1750000000000007	173872.2440854609
2019-01-01	CZ	149712.873614192	22.621	0.15499999999999758	22089.402212268138
2002-01-01	EG	13813.410675248	4.5	NA	NA
2003-01-01	EG	14219.7318091242	6.1532	1.6532	22836.330528319995
2004-01-01	EG	14990.2019188957	6.1314	-0.02179999999999982	-309.990153438905
2005-01-01	EG	21388.0555555556	5.7322	-0.39920000000000044	-5984.0886060231705
2006-01-01	EG	25580.5575373543	5.7036	-0.02859999999999996	-611.6983888888892
